id;code;accuracy;basePower;category;description;shortDescription;name;pp;priority;type
409;drainpunch;100;75;Physical;The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.;User recovers 50% of the damage dealt.;Drain Punch;10;0;Fighting
410;vacuumwave;100;40;Special;No additional effect.;Usually goes first.;Vacuum Wave;30;1;Fighting
411;focusblast;70;120;Special;Has a 10% chance to lower the target's Special Defense by 1 stage.;10% chance to lower the target's Sp. Def by 1.;Focus Blast;5;0;Fighting
412;energyball;100;90;Special;Has a 10% chance to lower the target's Special Defense by 1 stage.;10% chance to lower the target's Sp. Def. by 1.;Energy Ball;10;0;Grass
413;bravebird;100;120;Physical;If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.;Has 33% recoil.;Brave Bird;15;0;Flying
414;earthpower;100;90;Special;Has a 10% chance to lower the target's Special Defense by 1 stage.;10% chance to lower the target's Sp. Def. by 1.;Earth Power;10;0;Ground
415;switcheroo;100;0;Status;The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail, if neither is holding an item, if the user is trying to give or take a Mega Stone to or from the species that can Mega Evolve with it, or if the user is trying to give or take a Blue Orb, a Red Orb, a Griseous Orb, a Plate, or a Drive to or from a Kyogre, a Groudon, a Giratina, an Arceus, or a Genesect, respectively. Pokemon with the Ability Sticky Hold are immune.;User switches its held item with the target's.;Switcheroo;10;0;Dark
416;gigaimpact;90;150;Physical; ;User cannot move next turn.;Giga Impact;5;0;Normal
417;nastyplot;1000;0;Status;Raises the user's Special Attack by 2 stages.;Raises the user's Sp. Atk by 2.;Nasty Plot;20;0;Dark
418;bulletpunch;100;40;Physical;No additional effect.;Usually goes first.;Bullet Punch;30;1;Steel
419;avalanche;100;;Physical;Power doubles if the user was hit by the target this turn.;Power doubles if user is damaged by the target.;Avalanche;10;-4;Ice
420;iceshard;100;40;Physical;No additional effect.;Usually goes first.;Ice Shard;30;1;Ice
421;shadowclaw;100;70;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Shadow Claw;15;0;Ghost
422;thunderfang;95;65;Physical;Has a 10% chance to paralyze the target and a 10% chance to flinch it.;10% chance to paralyze. 10% chance to flinch.;Thunder Fang;15;0;Electric
423;icefang;95;65;Physical;Has a 10% chance to freeze the target and a 10% chance to flinch it.;10% chance to freeze. 10% chance to flinch.;Ice Fang;15;0;Ice
424;firefang;95;65;Physical;Has a 10% chance to burn the target and a 10% chance to flinch it.;10% chance to burn. 10% chance to flinch.;Fire Fang;15;0;Fire
425;shadowsneak;100;40;Physical;No additional effect.;Usually goes first.;Shadow Sneak;30;1;Ghost
426;mudbomb;85;65;Special;Has a 30% chance to lower the target's accuracy by 1 stage.;30% chance to lower the target's accuracy by 1.;Mud Bomb;10;0;Ground
427;psychocut;100;70;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Psycho Cut;20;0;Psychic
428;zenheadbutt;90;80;Physical;Has a 20% chance to flinch the target.;20% chance to flinch the target.;Zen Headbutt;15;0;Psychic
429;mirrorshot;85;65;Special;Has a 30% chance to lower the target's accuracy by 1 stage.;30% chance to lower the target's accuracy by 1.;Mirror Shot;10;0;Steel
430;flashcannon;100;80;Special;Has a 10% chance to lower the target's Special Defense by 1 stage.;10% chance to lower the target's Sp. Def by 1.;Flash Cannon;10;0;Steel
431;rockclimb;85;90;Physical;Has a 20% chance to confuse the target.;20% chance to confuse the target.;Rock Climb;20;0;Normal
432;defog;1000;0;Status;Lowers the target's evasiveness by 1 stage. If this move is successful and whether or not the target's evasiveness was affected, the effects of Reflect, Light Screen, Safeguard, Mist, Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the target's side, and the effects of Spikes, Toxic Spikes, Stealth Rock, and Sticky Web end for the user's side. Ignores a target's substitute, although a substitute will still block the lowering of evasiveness.;Removes hazards from field. Lowers foe's evasion.;Defog;15;0;Flying
433;trickroom;1000;0;Status;For 5 turns, all active Pokemon with lower Speed will move before those with higher Speed, within their priority brackets. If this move is used during the effect, the effect ends.;For 5 turns, slower Pokemon move first.;Trick Room;5;-7;Psychic
434;dracometeor;90;130;Special;Lowers the user's Special Attack by 2 stages.;Lowers the user's Sp. Atk by 2.;Draco Meteor;5;0;Dragon
435;discharge;100;80;Special;Has a 30% chance to paralyze the target.;30% chance to paralyze adjacent Pokemon.;Discharge;15;0;Electric
436;lavaplume;100;80;Special;Has a 30% chance to burn the target.;30% chance to burn adjacent Pokemon.;Lava Plume;15;0;Fire
437;leafstorm;90;130;Special;Lowers the user's Special Attack by 2 stages.;Lowers the user's Sp. Atk by 2.;Leaf Storm;5;0;Grass
438;powerwhip;85;120;Physical;No additional effect.;No additional effect.;Power Whip;10;0;Grass
439;rockwrecker;90;150;Physical; ;User cannot move next turn.;Rock Wrecker;5;0;Rock
440;crosspoison;100;70;Physical;Has a 10% chance to poison the target and a higher chance for a critical hit.;High critical hit ratio. 10% chance to poison.;Cross Poison;20;0;Poison
441;gunkshot;80;120;Physical;Has a 30% chance to poison the target.;30% chance to poison the target.;Gunk Shot;5;0;Poison
442;ironhead;100;80;Physical;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Iron Head;15;0;Steel
443;magnetbomb;1000;60;Physical;This move does not check accuracy.;This move does not check accuracy.;Magnet Bomb;20;0;Steel
444;stoneedge;80;100;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Stone Edge;5;0;Rock
445;captivate;100;0;Status;Lowers the target's Special Attack by 2 stages. The target is unaffected if both the user and the target are the same gender, or if either is genderless. Pokemon with the Ability Oblivious are immune.;Lowers the foe(s) Sp. Atk by 2 if opposite gender.;Captivate;20;0;Normal
446;stealthrock;1000;0;Status;"Sets up a hazard on the foe's side of the field, damaging each foe that switches in. Can be used only once before failing. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the foe's side if any foe uses Rapid Spin or Defog, or is hit by Defog.";Hurts foes on switch-in. Factors Rock weakness.;Stealth Rock;20;0;Rock
447;grassknot;100;0;Special;Deals damage to the target based on its weight. Power is 20 if less than 10kg, 40 if less than 25kg, 60 if less than 50kg, 80 if less than 100kg, 100 if less than 200kg, and 120 if greater than or equal to 200kg.;More power the heavier the target.;Grass Knot;20;0;Grass
448;chatter;100;65;Special;Has a 100% chance to confuse the target.;100% chance to confuse the target.;Chatter;20;0;Flying
449;judgment;100;100;Special;This move's type depends on the user's held Plate.;Type varies based on the held Plate.;Judgment;10;0;Normal
450;bugbite;100;60;Physical;If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately. Items lost to this move cannot be regained with Recycle or the Ability Harvest.;User steals and eats the target's Berry.;Bug Bite;20;0;Bug
451;chargebeam;90;50;Special;Has a 70% chance to raise the user's Special Attack by 1 stage.;70% chance to raise the user's Sp. Atk by 1.;Charge Beam;10;0;Electric
452;woodhammer;100;120;Physical;If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.;Has 33% recoil.;Wood Hammer;15;0;Grass
453;aquajet;100;40;Physical;No additional effect.;Usually goes first.;Aqua Jet;20;1;Water
454;attackorder;100;90;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Attack Order;15;0;Bug
455;defendorder;1000;0;Status;Raises the user's Defense and Special Defense by 1 stage.;Raises the user's Defense and Sp. Def by 1.;Defend Order;10;0;Bug
456;healorder;1000;0;Status;The user restores 1/2 of its maximum HP, rounded half up.;Heals the user by 50% of its max HP.;Heal Order;10;0;Bug
457;headsmash;80;150;Physical;If the target lost HP, the user takes recoil damage equal to 1/2 the HP lost by the target, rounded half up, but not less than 1 HP.;Has 1/2 recoil.;Head Smash;5;0;Rock
458;doublehit;90;35;Physical;Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.;Hits 2 times in one turn.;Double Hit;10;0;Normal
459;roaroftime;90;150;Special; ;User cannot move next turn.;Roar of Time;5;0;Dragon
460;spacialrend;95;100;Special;Has a higher chance for a critical hit.;High critical hit ratio.;Spacial Rend;5;0;Dragon
461;lunardance;1000;0;Status;The user faints and the Pokemon brought out to replace it has its HP and PP fully restored along with having any major status condition cured. Fails if the user is the last unfainted Pokemon in its party.;User faints. Replacement is fully healed, with PP.;Lunar Dance;10;0;Psychic
462;crushgrip;100;;Physical;Power is equal to 120 * (target's current HP / target's maximum HP), rounded half down, but not less than 1.;More power the more HP the target has left.;Crush Grip;5;0;Normal
463;magmastorm;75;100;Special;"Prevents the target from switching for four or five turns; seven turns if the user is holding Grip Claw. Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute. This effect is not stackable or reset by using this or another partial-trapping move.";Traps and damages the target for 4-5 turns.;Magma Storm;5;0;Fire
464;darkvoid;80;0;Status;Causes the target to fall asleep.;Puts the foe(s) to sleep.;Dark Void;10;0;Dark
465;seedflare;85;120;Special;Has a 40% chance to lower the target's Special Defense by 2 stages.;40% chance to lower the target's Sp. Def by 2.;Seed Flare;5;0;Grass
466;ominouswind;100;60;Special;Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.;10% chance to raise all stats by 1 (not acc/eva).;Ominous Wind;5;0;Ghost
467;shadowforce;100;120;Physical;If this move is successful, it breaks through the target's Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn. Damage doubles and no accuracy check is done if the target has used Minimize while active.;Disappears turn 1. Hits turn 2. Breaks protection.;Shadow Force;5;0;Ghost
468;honeclaws;1000;0;Status;Raises the user's Attack and accuracy by 1 stage.;Raises the user's Attack and accuracy by 1.;Hone Claws;15;0;Dark
469;wideguard;1000;0;Status;The user and its party members are protected from damaging attacks made by other Pokemon, including allies, during this turn that target all adjacent foes or all adjacent Pokemon. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails or if the user's last move used is not Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard. Fails if the user moves last this turn or if this move is already in effect for the user's side.;Protects allies from multi-target hits this turn.;Wide Guard;10;3;Rock
470;guardsplit;1000;0;Status;The user and the target have their Defense and Special Defense stats set to be equal to the average of the user and the target's Defense and Special Defense stats, respectively, rounded down. Stat stage changes are unaffected.;Averages Defense and Sp. Def stats with target.;Guard Split;10;0;Psychic
471;powersplit;1000;0;Status;The user and the target have their Attack and Special Attack stats set to be equal to the average of the user and the target's Attack and Special Attack stats, respectively, rounded down. Stat stage changes are unaffected.;Averages Attack and Sp. Atk stats with target.;Power Split;10;0;Psychic
472;wonderroom;1000;0;Status;For 5 turns, all active Pokemon have their Defense and Special Defense stats swapped. Stat stage changes are unaffected. If this move is used during the effect, the effect ends.;For 5 turns, all Defense and Sp. Def stats switch.;Wonder Room;10;0;Psychic
473;psyshock;100;80;Special;Deals damage to the target based on its Defense instead of Special Defense.;Damages target based on Defense, not Sp. Def.;Psyshock;10;0;Psychic
474;venoshock;100;65;Special;Power doubles if the target is poisoned.;Power doubles if the target is poisoned.;Venoshock;10;0;Poison
475;autotomize;1000;0;Status;Raises the user's Speed by 2 stages. If the user's Speed was changed, the user's weight is reduced by 100kg as long as it remains active. This effect is stackable but cannot reduce the user's weight to less than 0.1kg.;"Raises the user's Speed by 2; user loses 100 kg.";Autotomize;15;0;Steel
476;ragepowder;1000;0;Status;Until the end of the turn, all single-target attacks from the foe's team are redirected to the user if they are in range. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Ability Magic Bounce, or drawn in by the Abilities Lightning Rod or Storm Drain. Fails if it is not a Double or Triple Battle.;The foes' moves target the user on the turn used.;Rage Powder;20;2;Bug
477;telekinesis;1000;0;Status;For 3 turns, the target cannot avoid any attacks made against it, other than OHKO moves, as long as it remains active. During the effect, the target is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Ability Arena Trap as long as it remains active. If the target uses Baton Pass, the replacement will gain the effect. Ingrain, Smack Down, Thousand Arrows, and Iron Ball override this move if the target is under any of their effects. Fails if the target is already under this effect or the effects of Ingrain, Smack Down, or Thousand Arrows.;For 3 turns, target floats but moves can't miss it.;Telekinesis;15;0;Psychic
478;magicroom;1000;0;Status;For 5 turns, the held items of all active Pokemon have no effect. An item's effect of causing forme changes is unaffected, but any other effects from such items are negated. During the effect, Fling and Natural Gift are prevented from being used by all active Pokemon. If this move is used during the effect, the effect ends.;For 5 turns, all held items have no effect.;Magic Room;10;0;Psychic
479;smackdown;100;50;Physical;This move can hit a target using Bounce, Fly, or Sky Drop. If this move hits a target under the effect of Bounce, Fly, Magnet Rise, or Telekinesis, the effect ends. If the target is a Flying type that has not used Roost this turn or a Pokemon with the Ability Levitate, it loses its immunity to Ground-type attacks and the Ability Arena Trap as long as it remains active. During the effect, Magnet Rise fails for the target and Telekinesis fails against the target.;Removes the target's Ground immunity.;Smack Down;15;0;Rock
480;stormthrow;100;60;Physical;This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Abilities Battle Armor or Shell Armor.;Always results in a critical hit.;Storm Throw;10;0;Fighting
481;flameburst;100;70;Special;If this move is successful, each ally adjacent to the target loses 1/16 of its maximum HP, rounded down, unless it has the Ability Magic Guard.;Damages Pokemon next to the target as well.;Flame Burst;15;0;Fire
482;sludgewave;100;95;Special;Has a 10% chance to poison the target.;10% chance to poison adjacent Pokemon.;Sludge Wave;10;0;Poison
483;quiverdance;1000;0;Status;Raises the user's Special Attack, Special Defense, and Speed by 1 stage.;Raises the user's Sp. Atk, Sp. Def, Speed by 1.;Quiver Dance;20;0;Bug
484;heavyslam;100;0;Physical;The power of this move depends on (user's weight / target's weight), rounded down. Power is equal to 120 if the result is 5 or more, 100 if 4, 80 if 3, 60 if 2, and 40 if 1 or less.;More power the heavier the user than the target.;Heavy Slam;10;0;Steel
485;synchronoise;100;120;Special;The target is immune if it does not share a type with the user.;Hits adjacent Pokemon sharing the user's type.;Synchronoise;10;0;Psychic
486;electroball;100;;Special;The power of this move depends on (user's current Speed / target's current Speed), rounded down. Power is equal to 150 if the result is 4 or more, 120 if 3, 80 if 2, 60 if 1, 40 if less than 1.;More power the faster the user is than the target.;Electro Ball;10;0;Electric
487;soak;100;0;Status;Causes the target to become a Water type. Fails if the target is an Arceus.;Changes the target's type to Water.;Soak;20;0;Water
488;flamecharge;100;50;Physical;Has a 100% chance to raise the user's Speed by 1 stage.;100% chance to raise the user's Speed by 1.;Flame Charge;20;0;Fire
489;coil;1000;0;Status;Raises the user's Attack, Defense, and accuracy by 1 stage.;Raises user's Attack, Defense, and accuracy by 1.;Coil;20;0;Poison
490;lowsweep;100;65;Physical;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower the target's Speed by 1.;Low Sweep;20;0;Fighting
491;acidspray;100;40;Special;Has a 100% chance to lower the target's Special Defense by 2 stages.;100% chance to lower the target's Sp. Def by 2.;Acid Spray;20;0;Poison
492;foulplay;100;95;Physical;Damage is calculated using the target's Attack stat, including stat stage changes. The user's Ability, item, and burn are used as normal.;Uses target's Attack stat in damage calculation.;Foul Play;15;0;Dark
493;simplebeam;100;0;Status;Causes the target's Ability to become Simple. Fails if the target's Ability is Multitype, Simple, Stance Change, or Truant.;The target's Ability becomes Simple.;Simple Beam;15;0;Normal
494;entrainment;100;0;Status;Causes the target's Ability to become the same as the user's. Fails if the target's Ability is Multitype, Stance Change, Truant, or the same Ability as the user, or if the user's Ability is Flower Gift, Forecast, Illusion, Imposter, Multitype, Stance Change, Trace, or Zen Mode.;The target's Ability changes to match the user's.;Entrainment;15;0;Normal
495;afteryou;1000;0;Status;The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.;The target makes its move right after the user.;After You;15;0;Normal
496;round;100;60;Special;If there are other active Pokemon that chose this move for use this turn, those Pokemon take their turn immediately after the user, in Speed order, and this move's power is 120 for each other user.;Power doubles if others used Round this turn.;Round;15;0;Normal
497;echoedvoice;100;40;Special;For every consecutive turn that this move is used by at least one Pokemon, this move's power is multiplied by the number of turns to pass, but not more than 5.;Power increases when used on consecutive turns.;Echoed Voice;15;0;Normal
498;chipaway;100;70;Physical;Ignores the target's stat stage changes, including evasiveness.;Ignores the target's stat stage changes.;Chip Away;20;0;Normal
499;clearsmog;1000;50;Special;Resets all of the target's stat stages to 0.;Eliminates the target's stat changes.;Clear Smog;15;0;Poison
500;storedpower;100;20;Special;Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.; + 20 power for each of the user's stat boosts.;Stored Power;10;0;Psychic
501;quickguard;1000;0;Status;The user and its party members are protected from attacks with original or altered priority greater than 0 made by other Pokemon, including allies, during this turn. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails or if the user's last move used is not Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard. Fails if the user moves last this turn or if this move is already in effect for the user's side.;Protects allies from priority attacks this turn.;Quick Guard;15;3;Fighting
502;allyswitch;1000;0;Status;The user swaps positions with its ally on the opposite side of the field. Fails if there is no Pokemon at that position, if the user is the only Pokemon on its side, or if the user is in the middle.;Switches position with the ally on the far side.;Ally Switch;15;1;Psychic
503;scald;100;80;Special;Has a 30% chance to burn the target. The target thaws out if it is frozen.;30% chance to burn the target. Thaws user.;Scald;15;0;Water
504;shellsmash;1000;0;Status;Lowers the user's Defense and Special Defense by 1 stage. Raises the user's Attack, Special Attack, and Speed by 2 stages.;"Lowers Def, SpD by 1; raises Atk, SpA, Spe by 2.";Shell Smash;15;0;Normal
505;healpulse;1000;0;Status;The target restores 1/2 of its maximum HP, rounded half up. If the user has the Ability Mega Launcher, the target instead restores 3/4 of its maximum HP, rounded half down.;Heals the target by 50% of its max HP.;Heal Pulse;10;0;Psychic
506;hex;100;65;Special;Power doubles if the target has a major status condition.;Power doubles if the target has a status ailment.;Hex;10;0;Ghost
507;skydrop;100;60;Physical;This attack takes the target into the air with the user on the first turn and executes on the second. Pokemon weighing 200kg or more cannot be lifted. On the first turn, the user and the target avoid all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister. The user and the target cannot make a move between turns, but the target can select a move to use. This move cannot damage Flying-type Pokemon. Fails on the first turn if the target is an ally or if the target has a substitute.;User and foe fly up turn 1. Damages on turn 2.;Sky Drop;10;0;Flying
508;shiftgear;1000;0;Status;Raises the user's Speed by 2 stages and its Attack by 1 stage.;Raises the user's Speed by 2 and Attack by 1.;Shift Gear;10;0;Steel
509;circlethrow;90;60;Physical;If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target used Ingrain previously, has the Ability Suction Cups, or this move hit a substitute.;Forces the target to switch to a random ally.;Circle Throw;10;-6;Fighting
510;incinerate;100;60;Special;The target loses its held item if it is a Berry or a Gem. This move cannot cause Pokemon with the Ability Sticky Hold to lose their held item. Items lost to this move cannot be regained with Recycle or the Ability Harvest.;Destroys the foe(s) Berry/Gem.;Incinerate;15;0;Fire
511;quash;100;0;Status;Causes the target to take its turn after all other Pokemon this turn, no matter the priority of its selected move. Fails if the target already moved this turn.;Forces the target to move last this turn.;Quash;15;0;Dark
512;acrobatics;100;55;Physical;Power doubles if the user has no held item.;Power doubles if the user has no held item.;Acrobatics;15;0;Flying
513;reflecttype;1000;0;Status;Causes the user's types to become the same as the current types of the target. Fails if the user is an Arceus.;User becomes the same type as the target.;Reflect Type;15;0;Normal
514;retaliate;100;70;Physical;Power doubles if one of the user's party members fainted last turn.;Power doubles if an ally fainted last turn.;Retaliate;5;0;Normal
515;finalgambit;100;0;Special;Deals damage to the target equal to the user's current HP. If this move is successful, the user faints.;Does damage equal to the user's HP. User faints.;Final Gambit;5;0;Fighting
516;bestow;1000;0;Status;The target receives the user's held item. Fails if the user has no item or is holding a Mail, if the target is already holding an item, if the user is a Kyogre holding a Blue Orb, a Groudon holding a Red Orb, a Giratina holding a Griseous Orb, an Arceus holding a Plate, a Genesect holding a Drive, a Pokemon that can Mega Evolve holding the Mega Stone for its species, or if the target is one of those Pokemon and the user is holding the respective item.;User passes its held item to the target.;Bestow;15;0;Normal
517;inferno;50;100;Special;Has a 100% chance to burn the target.;100% chance to burn the target.;Inferno;5;0;Fire
518;waterpledge;100;80;Special;If one of the user's allies chose to use Fire Pledge or Grass Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Fire Pledge, the ally uses Water Pledge with 150 Base Power and a rainbow appears on the user's side for 4 turns, which doubles secondary effect chances but does not stack with the Ability Serene Grace. If combined with Grass Pledge, the ally uses Grass Pledge with 150 Base Power and a swamp appears on the target's side for 4 turns, which halves the Speed of each Pokemon on that side. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Water Gem, and cannot be redirected by the Ability Storm Drain.;Use with Grass or Fire Pledge for added effect.;Water Pledge;10;0;Water
519;firepledge;100;80;Special;If one of the user's allies chose to use Grass Pledge or Water Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Grass Pledge, the ally uses Fire Pledge with 150 Base Power and a sea of fire appears on the target's side for 4 turns, which causes damage to non-Fire types equal to 1/8 of their maximum HP, rounded down, at the end of each turn during effect. If combined with Water Pledge, the ally uses Water Pledge with 150 Base Power and a rainbow appears on the user's side for 4 turns, which doubles secondary effect chances but does not stack with the Ability Serene Grace. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Fire Gem.;Use with Grass or Water Pledge for added effect.;Fire Pledge;10;0;Fire
520;grasspledge;100;80;Special;If one of the user's allies chose to use Fire Pledge or Water Pledge this turn and has not moved yet, it takes its turn immediately after the user and the user's move does nothing. If combined with Fire Pledge, the ally uses Fire Pledge with 150 Base Power and a sea of fire appears on the target's side for 4 turns, which causes damage to non-Fire types equal to 1/8 of their maximum HP, rounded down, at the end of each turn during effect. If combined with Water Pledge, the ally uses Grass Pledge with 150 Base Power and a swamp appears on the target's side for 4 turns, which halves the Speed of each Pokemon on that side. When used as a combined move, this move gains STAB no matter what the user's type is. This move does not consume the user's Grass Gem.;Use with Fire or Water Pledge for added effect.;Grass Pledge;10;0;Grass
521;voltswitch;100;70;Special;If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members, or if the target switched out using an Eject Button.;User switches out after damaging the target.;Volt Switch;20;0;Electric
522;strugglebug;100;50;Special;Has a 100% chance to lower the target's Special Attack by 1 stage.;100% chance to lower the foe(s) Sp. Atk by 1.;Struggle Bug;20;0;Bug
523;bulldoze;100;60;Physical;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower adjacent Pkmn Speed by 1.;Bulldoze;20;0;Ground
524;frostbreath;90;60;Special;This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Abilities Battle Armor or Shell Armor.;Always results in a critical hit.;Frost Breath;10;0;Ice
525;dragontail;90;60;Physical;If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target used Ingrain previously, has the Ability Suction Cups, or this move hit a substitute.;Forces the target to switch to a random ally.;Dragon Tail;10;-6;Dragon
526;workup;1000;0;Status;Raises the user's Attack and Special Attack by 1 stage.;Raises the user's Attack and Sp. Atk by 1.;Work Up;30;0;Normal
527;electroweb;95;55;Special;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower the foe(s) Speed by 1.;Electroweb;15;0;Electric
528;wildcharge;100;90;Physical;If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.;Has 1/4 recoil.;Wild Charge;15;0;Electric
529;drillrun;95;80;Physical;Has a higher chance for a critical hit.;High critical hit ratio.;Drill Run;10;0;Ground
530;dualchop;90;40;Physical;Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.;Hits 2 times in one turn.;Dual Chop;15;0;Dragon
531;heartstamp;100;60;Physical;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Heart Stamp;25;0;Psychic
532;hornleech;100;75;Physical;The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.;User recovers 50% of the damage dealt.;Horn Leech;10;0;Grass
533;sacredsword;100;90;Physical;Ignores the target's stat stage changes, including evasiveness.;Ignores the target's stat stage changes.;Sacred Sword;15;0;Fighting
534;razorshell;95;75;Physical;Has a 50% chance to lower the target's Defense by 1 stage.;50% chance to lower the target's Defense by 1.;Razor Shell;10;0;Water
535;heatcrash;100;0;Physical;The power of this move depends on (user's weight / target's weight), rounded down. Power is equal to 120 if the result is 5 or more, 100 if 4, 80 if 3, 60 if 2, and 40 if 1 or less. Damage doubles and no accuracy check is done if the target has used Minimize while active.;More power the heavier the user than the target.;Heat Crash;10;0;Fire
536;leaftornado;90;65;Special;Has a 50% chance to lower the target's accuracy by 1 stage.;50% chance to lower the target's accuracy by 1.;Leaf Tornado;10;0;Grass
537;steamroller;100;65;Physical;Has a 30% chance to flinch the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.;30% chance to flinch the target.;Steamroller;20;0;Bug
538;cottonguard;1000;0;Status;Raises the user's Defense by 3 stages.;Raises the user's Defense by 3.;Cotton Guard;10;0;Grass
539;nightdaze;95;85;Special;Has a 40% chance to lower the target's accuracy by 1 stage.;40% chance to lower the target's accuracy by 1.;Night Daze;10;0;Dark
540;psystrike;100;100;Special;Deals damage to the target based on its Defense instead of Special Defense.;Damages target based on Defense, not Sp. Def.;Psystrike;10;0;Psychic
541;tailslap;85;25;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Tail Slap;10;0;Normal
542;hurricane;70;110;Special;Has a 30% chance to confuse the target. This move can hit a target using Bounce, Fly, or Sky Drop. If the weather is Rain Dance, this move does not check accuracy. If the weather is Sunny Day, this move's accuracy is 50%.;30% chance to confuse target. Can't miss in rain.;Hurricane;10;0;Flying
543;headcharge;100;120;Physical;If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.;Has 1/4 recoil.;Head Charge;15;0;Normal
544;geargrind;85;50;Physical;Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.;Hits 2 times in one turn.;Gear Grind;15;0;Steel
545;searingshot;100;100;Special;Has a 30% chance to burn the target.;30% chance to burn adjacent Pokemon.;Searing Shot;5;0;Fire
546;technoblast;100;120;Special;This move's type depends on the user's held Drive.;Type varies based on the held Drive.;Techno Blast;5;0;Normal
547;relicsong;100;75;Special;Has a 10% chance to cause the target to fall asleep. If this move is successful on at least one target and the user is a Meloetta, it changes to Pirouette Forme if it is currently in Aria Forme, or changes to Aria Forme if it is currently in Pirouette Forme. This forme change does not happen if the Meloetta has the Ability Sheer Force. The Pirouette Forme reverts to Aria Forme when Meloetta is not active.;10% chance to sleep foe(s). Meloetta transforms.;Relic Song;10;0;Normal
